Key,Desc,table
2100,Retirement and disability insurance benefits,CAINC35
2120,Excluding Social Security benefits,CAINC35
2000,Current transfer receipts of individuals from governments,CAINC35
4000,Current transfer receipts of individuals from businesses,CAINC35
2400,Unemployment insurance compensation,CAINC35
2000,Current transfer receipts of individuals from governments,CAINC35
2420,Excluding state unemployment insurance compensation,CAINC35
4000,Current transfer receipts of individuals from businesses,CAINC35
2400,Unemployment insurance compensation,CAINC35
2420,Excluding state unemployment insurance compensation,CAINC35
2410,State unemployment insurance compensation,CAINC35
2110,Social Security benefits,CAINC35
2410,State unemployment insurance compensation,CAINC35
2100,Retirement and disability insurance benefits,CAINC35
2320,Earned Income Tax Credit (EITC),CAINC35
2330,Supplemental Nutrition Assistance Program (SNAP),CAINC35
2110,Social Security benefits,CAINC35
2210,Medicare benefits,CAINC35
2320,Earned Income Tax Credit (EITC),CAINC35
2300,Income maintenance benefits,CAINC35
3000,Current transfer receipts of nonprofit institutions,CAINC35
3000,Current transfer receipts of nonprofit institutions,CAINC35
2300,Income maintenance benefits,CAINC35
2210,Medicare benefits,CAINC35
2200,Medical benefits,CAINC35
2500,Veterans' benefits,CAINC35
2200,Medical benefits,CAINC35
2500,Veterans' benefits,CAINC35
2220,Public assistance medical care benefits,CAINC35
2310,Supplemental Security Income (SSI) benefits,CAINC35
2310,Supplemental Security Income (SSI) benefits,CAINC35
2220,Public assistance medical care benefits,CAINC35
2230,Military medical insurance benefits,CAINC35
50,Wages and salaries,CAINC4
12,Farm income,CAINC4
45,Net earnings by place of residence,CAINC4
72,Nonfarm proprietors' income,CAINC4
42,Adjustment for residence,CAINC4
37,Employee and self-employed contributions for government social insurance,CAINC4
11,Nonfarm personal income,CAINC4
42,Adjustment for residence,CAINC4
20,Population,CAINC4
60,Supplements to wages and salaries,CAINC4
35,Earnings by place of work,CAINC4
20,Population,CAINC4
50,Wages and salaries,CAINC4
36,Contributions for government social insurance,CAINC4
62,Employer contributions for government social insurance,CAINC4
70,Proprietors' income,CAINC4
60,Supplements to wages and salaries,CAINC4
62,Employer contributions for government social insurance,CAINC4
61,Employer contributions for employee pension and insurance funds,CAINC4
61,Employer contributions for employee pension and insurance funds,CAINC4
10,Personal income,CAINC4
70,Proprietors' income,CAINC4
45,Net earnings by place of residence,CAINC4
37,Employee and self-employed contributions for government social insurance,CAINC4
35,Earnings by place of work,CAINC4
12,Farm income,CAINC4
36,Contributions for government social insurance,CAINC4
7020,Wage and salary employment,CAINC4
7040,Proprietors employment,CAINC4
72,Nonfarm proprietors' income,CAINC4
7010,Total employment,CAINC4
38,Employer contributions for government social insurance,CAINC4
46,"Dividends, interest, and rent",CAINC4
7040,Proprietors employment,CAINC4
11,Nonfarm personal income,CAINC4
47,Personal current transfer receipts,CAINC4
30,Per capita personal income,CAINC4
46,"Dividends, interest, and rent",CAINC4
7010,Total employment,CAINC4
71,Farm proprietors' income,CAINC4
38,Employer contributions for government social insurance,CAINC4
7020,Wage and salary employment,CAINC4
71,Farm proprietors' income,CAINC4
10,Personal income,CAINC4
30,Per capita personal income,CAINC4
47,Personal current transfer receipts,CAINC4
300,Value of inventory change,CAINC45
260,Value of inventory change: crops,CAINC45
350,Farm wages and salaries,CAINC45
350,Farm wages and salaries,CAINC45
150,Production expenses,CAINC45
290,Realized net income,CAINC45
200,Petroleum products purchased,CAINC45
10,Cash receipts from marketings,CAINC45
150,Production expenses,CAINC45
210,Hired farm labor expenses,CAINC45
130,Government payments,CAINC45
60,Cash receipts: Crops,CAINC45
250,Value of inventory change: livestock,CAINC45
170,Livestock purchased,CAINC45
210,Hired farm labor expenses,CAINC45
220,All other production expenses,CAINC45
340,Farm proprietors' income,CAINC45
340,Farm proprietors' income,CAINC45
240,Value of inventory change,CAINC45
120,Other income,CAINC45
310,Net income including corporate farms,CAINC45
250,Value of inventory change: livestock,CAINC45
20,Cash receipts: Livestock and products,CAINC45
60,Cash receipts: Crops,CAINC45
220,All other production expenses,CAINC45
20,Cash receipts: Livestock and products,CAINC45
170,Livestock purchased,CAINC45
120,Other income,CAINC45
270,Cash receipts and other income,CAINC45
160,Feed purchased,CAINC45
160,Feed purchased,CAINC45
260,Value of inventory change: crops,CAINC45
330,Statistical adjustment,CAINC45
280,Production expenses,CAINC45
300,Value of inventory change,CAINC45
320,Net income of corporate farms,CAINC45
280,Production expenses,CAINC45
10,Cash receipts from marketings,CAINC45
330,Statistical adjustment,CAINC45
180,Seed purchased,CAINC45
180,Seed purchased,CAINC45
370,Farm earnings,CAINC45
360,Farm supplements to wages and salaries,CAINC45
190,Fertilizer and lime (incl. ag. chemicals 1978-fwd.),CAINC45
265,Value of inventory change: materials and supplies,CAINC45
265,Value of inventory change: materials and supplies,CAINC45
190,Fertilizer and lime (incl. ag. chemicals 1978-fwd.),CAINC45
130,Government payments,CAINC45
320,Net income of corporate farms,CAINC45
240,Value of inventory change,CAINC45
360,Farm supplements to wages and salaries,CAINC45
270,Cash receipts and other income,CAINC45
200,Petroleum products purchased,CAINC45
290,Realized net income,CAINC45
370,Farm earnings,CAINC45
140,Imputed and miscellaneous income received,CAINC45
310,Net income including corporate farms,CAINC45
140,Imputed and miscellaneous income received,CAINC45
706,Private nonfarm earnings: Health and personal care stores,CAINC5N
709,"Private nonfarm earnings: Sporting goods, hobby, musical instrument, and book stores",CAINC5N
900,Private nonfarm earnings: Information,CAINC5N
542,Private nonfarm earnings: Plastics and rubber products manufacturing,CAINC5N
600,Private nonfarm earnings: Wholesale trade (42),CAINC5N
90,Private nonfarm earnings,CAINC5N
60,Supplements to wages and salaries,CAINC5N
1002,Private nonfarm earnings: Credit intermediation and related activities,CAINC5N
600,Private nonfarm earnings: Wholesale trade,CAINC5N
802,Private nonfarm earnings: Rail transportation (482),CAINC5N
1005,"Private nonfarm earnings: Funds, trusts, and other financial vehicles",CAINC5N
542,Private nonfarm earnings: Plastics and rubber products manufacturing (326),CAINC5N
1005,"Private nonfarm earnings: Funds, trusts, and other financial vehicles (525)",CAINC5N
1800,Private nonfarm earnings: Accommodation and food services (72),CAINC5N
1800,Private nonfarm earnings: Accommodation and food services,CAINC5N
900,Private nonfarm earnings: Information (51),CAINC5N
801,Private nonfarm earnings: Air transportation,CAINC5N
801,Private nonfarm earnings: Air transportation (481),CAINC5N
1702,"Private nonfarm earnings: Museums, historical sites, and similar institutions",CAINC5N
707,Private nonfarm earnings: Gasoline stations,CAINC5N
42,Adjustment for residence,CAINC5N
1701,"Private nonfarm earnings: Performing arts, spectator sports, and related industries",CAINC5N
709,"Private nonfarm earnings: Sporting goods, hobby, musical instrument, and book stores (451)",CAINC5N
1300,Private nonfarm earnings: Management of companies and enterprises (55),CAINC5N
800,Private nonfarm earnings: Transportation and warehousing,CAINC5N
1701,"Private nonfarm earnings: Performing arts, spectator sports, and related industries (711)",CAINC5N
800,Private nonfarm earnings: Transportation and warehousing (48-49),CAINC5N
1700,"Private nonfarm earnings: Arts, entertainment, and recreation (71)",CAINC5N
60,Supplements to wages and salaries,CAINC5N
1702,"Private nonfarm earnings: Museums, historical sites, and similar institutions (712)",CAINC5N
101,Private nonfarm earnings: Forestry and logging (113),CAINC5N
1700,"Private nonfarm earnings: Arts, entertainment, and recreation",CAINC5N
907,Private nonfarm earnings: Other information services (519),CAINC5N
1300,Private nonfarm earnings: Management of companies and enterprises,CAINC5N
90,Private nonfarm earnings (113-814),CAINC5N
1703,"Private nonfarm earnings: Amusement, gambling, and recreation industries (713)",CAINC5N
708,Private nonfarm earnings: Clothing and clothing accessories stores (448),CAINC5N
707,Private nonfarm earnings: Gasoline stations (447),CAINC5N
100,"Private nonfarm earnings: Forestry, fishing, and related activities",CAINC5N
706,Private nonfarm earnings: Health and personal care stores (446),CAINC5N
10,Personal income,CAINC5N
1703,"Private nonfarm earnings: Amusement, gambling, and recreation industries",CAINC5N
42,Adjustment for residence,CAINC5N
1603,Private nonfarm earnings: Nursing and residential care facilities,CAINC5N
61,Employer contributions for employee pension and insurance funds,CAINC5N
700,Private nonfarm earnings: Retail trade (44-45),CAINC5N
37,Employee and self-employed contributions for government social insurance,CAINC5N
1402,Private nonfarm earnings: Waste management and remediation services (562),CAINC5N
1001,Private nonfarm earnings: Monetary Authorities-central bank (521),CAINC5N
712,Private nonfarm earnings: Miscellaneous store retailers (453),CAINC5N
1402,Private nonfarm earnings: Waste management and remediation services,CAINC5N
38,Employer contributions for government social insurance,CAINC5N
702,Private nonfarm earnings: Furniture and home furnishings stores (442),CAINC5N
702,Private nonfarm earnings: Furniture and home furnishings stores,CAINC5N
70,Proprietors' income,CAINC5N
711,Private nonfarm earnings: General merchandise stores (452),CAINC5N
36,Contributions for government social insurance,CAINC5N
403,Private nonfarm earnings: Specialty trade contractors (238),CAINC5N
1001,Private nonfarm earnings: Monetary Authorities-central bank,CAINC5N
402,Private nonfarm earnings: Heavy and civil engineering construction (237),CAINC5N
712,Private nonfarm earnings: Miscellaneous store retailers,CAINC5N
1401,Private nonfarm earnings: Administrative and support services (561),CAINC5N
1401,Private nonfarm earnings: Administrative and support services,CAINC5N
72,Nonfarm proprietors' income,CAINC5N
38,Employer contributions for government social insurance,CAINC5N
72,Nonfarm proprietors' income,CAINC5N
701,Private nonfarm earnings: Motor vehicle and parts dealers,CAINC5N
1002,Private nonfarm earnings: Credit intermediation and related activities (522),CAINC5N
1400,Private nonfarm earnings: Administrative and support and waste management and remediation services (56),CAINC5N
401,Private nonfarm earnings: Construction of buildings (236),CAINC5N
401,Private nonfarm earnings: Construction of buildings,CAINC5N
713,Private nonfarm earnings: Nonstore retailers (454),CAINC5N
701,Private nonfarm earnings: Motor vehicle and parts dealers (441),CAINC5N
402,Private nonfarm earnings: Heavy and civil engineering construction,CAINC5N
713,Private nonfarm earnings: Nonstore retailers,CAINC5N
1400,Private nonfarm earnings: Administrative and support and waste management and remediation services,CAINC5N
37,Employee and self-employed contributions for government social insurance,CAINC5N
700,Private nonfarm earnings: Retail trade,CAINC5N
70,Proprietors' income,CAINC5N
703,Private nonfarm earnings: Electronics and appliance stores (443),CAINC5N
1000,Private nonfarm earnings: Finance and insurance,CAINC5N
400,Private nonfarm earnings: Construction (23),CAINC5N
400,Private nonfarm earnings: Construction,CAINC5N
1602,Private nonfarm earnings: Hospitals,CAINC5N
35,Earnings by place of work,CAINC5N
1603,Private nonfarm earnings: Nursing and residential care facilities (623),CAINC5N
1604,Private nonfarm earnings: Social assistance (624),CAINC5N
62,Employer contributions for government social insurance,CAINC5N
1604,Private nonfarm earnings: Social assistance,CAINC5N
62,Employer contributions for government social insurance,CAINC5N
705,Private nonfarm earnings: Food and beverage stores (445),CAINC5N
71,Farm proprietors' income,CAINC5N
100,"Private nonfarm earnings: Forestry, fishing, and related activities (113-115)",CAINC5N
1004,Private nonfarm earnings: Insurance carriers and related activities (524),CAINC5N
61,Employer contributions for employee pension and insurance funds,CAINC5N
705,Private nonfarm earnings: Food and beverage stores,CAINC5N
1004,Private nonfarm earnings: Insurance carriers and related activities,CAINC5N
704,Private nonfarm earnings: Building material and garden equipment and supplies dealers (444),CAINC5N
71,Farm proprietors' income,CAINC5N
1602,Private nonfarm earnings: Hospitals (622),CAINC5N
